Original_Keywords,Mapped_Terms,Scores
"Agricultural experimentation
Evolution of scientific domains
Molecular biology
Genomics
Statistics
Computing
Affinities and antinomies
Practices and tools
Social and political structures
Human development
Health and nutrition
Policy discussions
Farming embeddedness","Agriculture
Societies, Scientific
Cell Biology
Genomics
Statistics
Computers
Affinity Labels
Dentists
Social Marginalization
Human Development
Child Nutrition Sciences
Decision Trees
Global Warming","0.6415
0.6826
0.8547
1.0000
1.0000
0.9095
0.6354
0.5684
0.6807
0.9115
0.7359
0.7179
0.6172"
"Bioethics
Right to Health
Complementary Agenda
Health and Human Rights Journal
Intersections
Synergies
Contrasts
Universal Health Coverage
Global Health Governance
Scholarly Attention
Conceptual Terrain
Normative Terrain
Guidance for Action
International Policy
Practice","Bioethics
Suburban Health
Complementary Therapies
Human Rights Abuses
Interoception
Drug Synergism
Translations
Universal Coverage
Global Health
Echolalia
Bahrain
Pontine Tegmentum
Clinical Audit
International Law
Professional Practice","1.0000
0.6074
0.5706
0.7368
0.6101
0.6166
0.6064
0.8197
0.7568
0.5906
0.5555
0.5882
0.5417
0.8439
0.8162"
"Metabolomics
Brain metabolism research
Neuroscience metabolomics
Analytical platforms
Biofluids
Brain tissue
Cells
Disease stages
Drug action on CNS
Central nervous system
Ligand-receptor interactions
CNS disorders","Metabolomics
Brain Chemistry
Metabolomics
Food Analysis
Fluconazole
Brain
Cells
Disease Progression
Physiological Effects of Drugs
Central Nervous System Diseases
Receptors, Galanin
Cranial Nerve Diseases","1.0000
0.6721
0.6408
0.6436
0.7004
0.7907
1.0000
0.7683
0.6812
0.6562
0.6634
0.6610"
"mitochondria
diseases
roles
surprises
review series
biology
medicine
cellular processes
energy production
oxidative stress
genetic mutations
pathogenesis
therapeutic targets","Mitochondria
ras Proteins
Tablets
Archives
Directory
Science
Raw Foods
Cell Body
Energy-Generating Resources
Oxidative Stress
Mutation
Pathology
Therapeutics","0.7657
0.5684
0.6668
0.5780
0.7486
0.7061
0.6718
0.7232
0.6635
0.6338
0.7605
0.6598
0.6668"
"Emerging infections
Therapeutics
Vaccine-preventable diseases
Ebola
Public education
Novel therapies
Preclinical models
Pharmacokinetics
Pharmacodynamics
Pharmacogenomics
Clinical trials
Human immunodeficiency virus
Hepatitis C virus
Multidrug-resistant tuberculosis","Infection
Therapeutics
Vaccines, Inactivated
Albendazole
Education
Therapeutics
Models, Biological
Pharmacokinetics
Pharmacology
Pharmacogenetics
Clinical Trial
Simian immunodeficiency virus
Hepatitis A virus
Tuberculosis, Multidrug-Resistant","0.7612
1.0000
0.7146
0.6779
0.7502
0.7055
0.7575
1.0000
0.8203
0.8990
0.8857
0.7410
0.9098
0.8424"
"3D Printing
Hydrogels
Stretchable
Toughness
Biocompatibility
Cellularized Structures
Multilayer Mesh
High Viability
Mechanical Loads
Deformations","Printing
Hydrogels
Reflex, Stretch
Shyness
Biocompatible Materials
Cellular Structures
Mesangial Cells
Fetal Viability
Mechanics
Limb Deformities, Congenital","0.6941
1.0000
0.7328
0.7368
0.8340
0.8766
0.5946
0.7886
0.7442
0.6199"
"Diabetes
Obesity
Brain
Cognitive functioning
Biobehavioral medicine
Central nervous system
Type 1 diabetes
Type 2 diabetes
Hypothalamus
Dopaminergic system
Bariatric surgery
Behavioral methods
Aging process
Neurocognitive dysfunction","Diabetes Mellitus, Type 2
Obesity
Brain
Cognitive Reserve
Biobehavioral Sciences
Central Nervous System Diseases
Diabetes Mellitus, Type 1
Diabetes Mellitus, Type 2
Hypothalamus
Dopaminergic Neurons
Bariatric Surgery
Behavior Therapy
Aging
Neurocognitive Disorders","0.7947
1.0000
1.0000
0.8134
0.7333
0.6562
0.8136
0.8569
1.0000
0.7599
0.9627
0.8643
0.8557
0.8723"
"G Protein-Coupled Receptors
Biology
In Vitro
In Vivo
Crystal Structure Models
Model Organisms
International Researchers
Lorentz Center
Leiden, Netherlands
Technical Issues
Conceptual Issues
Analysis
Review Articles
Brief Presentations
Structured Discussion Periods","Receptors, G-Protein-Coupled
Biology
Fertilization in Vitro
Vivisection
Molecular Structure
Models, Biological
Research Personnel
Libraries, Hospital
Netherlands
Technical Report
Perceptual Defense
Statistics
Journal Article
Grief
Clinical Clerkship","0.8746
1.0000
0.7670
0.5822
0.7253
0.6895
0.6515
0.6732
0.6788
0.7039
0.6779
0.7249
0.8197
0.6347
0.6368"
"Bacterial phosphotransferase system
Discovery
Sugar transport
Sugar phosphorylation
Protein kinase system
Regulation
Transport processes
Metabolic processes
Mutagenic processes
Gene expression
Operon sequencing
Genome sequencing
Novel PTS genes
Cellular physiology
Evolutionary history","Dual-Specificity Phosphatases
Food Services
Fucose
Sugar Phosphates
Protein Kinases
Up-Regulation
Protein Transport
Metabolic Phenomena
Mutagenesis
Gene Expression
Operon
Genome
SSPE Virus
Cell Physiological Processes
Evolution, Molecular","0.6464
0.6462
0.6314
0.6771
0.7537
0.7456
0.6650
0.7485
0.7592
0.9365
0.6683
0.7734
0.5625
0.6774
0.6624"
"IL-17
T17 cells
Immune defense
Fungi
Regulation
Plasticity
Tissue remodeling
Inflammation","Interleukin-17
Th17 Cells
Immune System
Fungi
Up-Regulation
Cell Plasticity
Tissue Engineering
Inflammation","0.7706
0.8216
0.8216
1.0000
0.7456
0.6871
0.6279
1.0000"
"Family physicians
Information
Controversial topics
Atrial fibrillation
Anticoagulants
Oropharyngeal cancer
Epidemiology
Guidelines
Quality improvement
Near miss reporting
Pet health
Human-animal interactions","Family Health
Information Services
Anecdotes as Topic
Atrial Fibrillation
Anticoagulants
Oropharynx
Epidemiology
Evaluation Studies
Quality Improvement
Near Miss, Healthcare
Personal Health Services
Animal Husbandry","0.7722
0.7180
0.5849
0.8094
1.0000
0.8258
1.0000
0.6803
0.9933
0.6426
0.6295
0.7863"
"Inflammatory disease research
Big data
Immune response
Cell types
Sensors
Precision medicine
Integration of approaches","Inflammatory Bowel Diseases
Genetics
Immunotherapy
Cell Size
Sensation
Decision Making
Integrative Medicine","0.6982
0.7693
0.8200
0.8598
0.6545
0.5821
0.6194"
"ICCBM
Conference
Articles
Selection
Publication
Issue
July 2015
Proceedings
International
Collaborative
Business
Management
Research
Scientific
Contributions","Collections
Clinical Conference
Letter
Selection, Genetic
Publications
Elements
Copyright
Meeting Abstracts
International Law
Consensus Development Conference
Dictionary
Management Audit
Research
Research
Manuscripts","0.6077
0.7954
0.6627
0.6909
0.8277
0.5904
0.5593
0.7833
0.7105
0.6086
0.7159
0.6125
1.0000
0.6912
0.7664"
"Desiccation tolerance
Seeds
Prokaryotes
Eukaryotes
Metabolism suspension
Environmental stresses
Genomic models
Comparative genomics
Quantitative trait
Drought tolerance
Climate change
Seed banks
Propagules
Algae
Lichens","Desiccation
Seeds
Prokaryotic Cells
Eukaryota
Metabolism
Environmental Exposure
Genomics
Comparative Genomic Hybridization
Food Quality
Radiation Tolerance
Tropical Climate
Seed Bank
Propaganda
Microalgae
Lichens","0.8606
1.0000
0.7721
0.8153
0.8162
0.6814
0.7609
0.7729
0.7433
0.5994
0.6834
0.8276
0.7147
0.7013
1.0000"
"Western blotting
Protein analysis
Diagnostic screening
Proteomics
Imaging techniques
Evolution of methods
Scientific usefulness
High-content analysis
Research laboratory
Clinical applications","Immunoblotting
Protein Splicing
Diagnostic Services
Proteomics
Optical Imaging
Cultural Evolution
Social Sciences
Manuscripts
Clinical Laboratory Services
Mobile Applications","0.7456
0.7580
0.7510
1.0000
0.6914
0.5936
0.6709
0.5196
0.6666
0.7660"
"Hymen reconstruction surgery
Virginity
Religious beliefs
Cultural norms
Wedding night
Ethical justification
Harvard Ethics Consortium
Young woman
Female physician
Debate
Medical procedure
Reputation
Religious and cultural expectations","Mohs Surgery
Virulence
Religion and Medicine
Cultural Characteristics
Marriage
Patient Rights
Ethics Committees, Research
Age Groups
Physicians
Breast
Elective Surgical Procedures
Mutation
Religious Philosophies","0.6944
0.7359
0.8544
0.7670
0.5833
0.7169
0.6030
0.6791
0.8385
0.6905
0.7659
0.7716
0.8073"
"Micronutrient deficiencies
Latin America and the Caribbean
Prevalence data
Vitamin A
Folate
Anemia
Iron deficiency
Zinc
Health surveys
Nutrition status
Public health problem","Micronutrients
Latin America
Prevalence
Vitamin A
Folic Acid
Anemia
Iron Overload
Zinc
Health Surveys
Nutritional Status
Public Health Practice","0.8352
0.7591
0.8394
1.0000
0.7105
1.0000
0.8812
1.0000
0.8092
0.9384
0.7945"
"Patient-centered care coordination
Health information technology
Electronic health records (EHRs)
Care coordination challenges
Natural Language Processing
Public Health & Epidemiology Informatics
IMIA Yearbook of Medical Informatics
Clinical pathways
Multi-morbid patients
Information sharing
Care delivery fragmentation
Emerging trends
HIT applications
25th anniversary celebration","Patient-Centered Care
Health Information Systems
Electronic Health Records
Primary Health Care
Natural Language Processing
Public Health Informatics
Medical Informatics Computing
Visual Pathways
Morbidity
Information Services
Day Care, Medical
Economic Recession
Mobile Applications
Hebrides","0.7344
0.8217
0.7553
0.6190
1.0000
0.8875
0.8271
0.6670
0.6327
0.6082
0.7116
0.5748
0.5869
0.6880"
"Microbeam radiation therapy
Synchrotron radiation source
Brain tumors
Epilepsy treatment
Proton therapy
SYRA3 COST Action
Preclinical studies
Clinical applications
Multidisciplinary international activities
Compact sources
Proton microbeams
Future prospects","Radioisotope Teletherapy
Electrical Synapses
Brenner Tumor
Epilepsy, Generalized
Proton Therapy
Third-Party Consent
Animal Testing Alternatives
Mobile Applications
Interdisciplinary Communication
Compact Disks
Electron Probe Microanalysis
Program Development","0.6782
0.6154
0.7143
0.8427
0.7809
0.5462
0.7076
0.7660
0.6376
0.5965
0.5831
0.7033"
"Life cycle assessment
Market research
Policy
Harmonization
Standardization
SETAC
LCA Case Study Symposium
Decision-making process
Industry contexts
Policy contexts
Communication
Market strategies","Life Cycle Stages
Program Development
Policy
Harm Reduction
Computer Systems
TATA Box
Case Reports
Clinical Decision-Making
Industry
England
Communication
Decision Support Techniques","0.7810
0.6279
1.0000
0.6526
0.6343
0.5319
0.6982
0.7784
0.8946
0.6803
1.0000
0.5037"
"Mental health professionals
Infertility care
Assisted reproductive technologies
Third-party reproduction
Historical perspective
Key areas
Mental health services
Comprehensive integration
Infertility practice
Practical opportunities","Mental Health Services
Infertility, Female
Reproductive Techniques, Assisted
Reproduction, Asexual
Historical Article
Review
Mental Health Services
Systems Integration
Plant Infertility
Practice Management","0.7654
0.7605
0.7746
0.6428
0.6935
0.5239
0.8922
0.7953
0.7102
0.5929"
"Cognitive bias modification
Translational development
Experimental psychopathology
Clinical efficacy
Innovation
Methodology
Information-processing bias
Moderating mechanisms
Mediating effects
Augmenting treatments
Publication of findings
Special issue","Cognition Disorders
Embryonic Development
Psychopathology
Self Efficacy
Peer Review, Research
Methods
Information Theory
Physiological Processes
Cholinergic Agents
Laser Therapy
Publication Formats
Patient Rights","0.6458
0.7658
0.7687
0.6449
0.6050
0.7191
0.6881
0.5215
0.5632
0.5842
0.7260
0.6630"
"Oxidative stress
Biomedical research
Basic research
Analytical procedures
Definitions
Concepts
Introduction
Overview
Newcomers
Articles
Thousands
Well-researched area","Oxidative Stress
Biomedical Research
Support of Research
Gene Library
Dictionary
Concept Formation
Comment
London
New England
Letter
Raw Foods
Renilla","0.8226
0.7622
0.8092
0.7806
0.8531
0.7454
0.7569
0.8262
0.6311
0.6627
0.6806
0.5670"
"Fungal stress biology
Food security
Cancer rates
Environmental health
Climate change
Soil health
Crop productivity
Food spoilage
Biological control
Bioremediation
Biofuels
Fungal stress responses
Biological control of insect pests
Saprotrophic fungi in agriculture and forestry
Mycotoxin contamination","Host-Derived Cellular Factors
Health Equity
Soccer
Environmental Health
Tropical Climate
Soil
Crop Production
Salmonella Food Poisoning
Biological Control Agents
Biomedical Engineering
Biofuels
Gene Expression Regulation, Fungal
Insects
Semliki forest virus
Mycotoxins","0.5657
0.6240
0.6123
0.9418
0.6834
0.7431
0.8206
0.5470
0.6461
0.5927
1.0000
0.5529
0.6346
0.5191
0.8170"
"Cognition
Environmental change
Climate shifts
Extremes in temperature and moisture
Ectothermic taxa
Thermal regime
Habitat use
Coping mechanisms
Ecological patterns
Evolutionary patterns
Conservation of biodiversity","Cognition
Environment, Controlled
Climate Change
Hot Temperature
Thermus thermophilus
Differential Thermal Analysis
Habits
Psychotherapeutic Processes
Ecological Systems, Closed
Biological Evolution
Biodiversity","1.0000
0.7160
0.6613
0.6903
0.5995
0.7002
0.6012
0.5251
0.6916
0.6600
0.6110"
"International Prostate Forum
History
Urology departments
Japan
Turkey
United States
Prostate diseases
Ultrasound
Diagnostics
Benign prostate disease
Prostate cancer screening
Prostate cancer diagnosis
Staging
Therapies","Prostate
History
Urology
Japan
Turkey
United States
Prostate
Ultrasonography, Doppler, Duplex
Diagnostic Services
Prostatic Diseases
Early Detection of Cancer
Prostate
Surgeons
Physical Therapists","0.6661
1.0000
0.7542
1.0000
1.0000
1.0000
0.7901
0.7230
0.7706
0.7539
0.5937
0.6886
0.6430
0.7215"
"Financial case
Patient-centered
Interdisciplinary teams
United Kingdom
Healthcare teams
Benefits
Human becoming school of thought
Head and neck oncology
Oncology treatment
Comparison
United States","Financial Management
Patient-Centered Care
Interdisciplinary Communication
United Kingdom
Primary Health Care
Survival Rate
Beginning of Human Life
Head and Neck Neoplasms
Mycology
Time
United States","0.6695
0.7095
0.8478
1.0000
0.7876
0.7421
0.5593
0.6196
0.8909
0.9739
1.0000"
"Effort-Based Decision Making
Schizophrenia
Motivational Deficits
Performance-Based Tasks
Reward Level
Objective Measurement
Negative Symptoms
Clinical Interviews
Animal Literature
Human Literature
Psychometric Evaluation
Paradigm Development
Preclinical Studies
Performance Factors
Clinical Trial Endpoints","Clinical Decision-Making
Schizophrenia
Motivation
Work Performance
Reward
Vision Tests
Signs and Symptoms
Interview
Literature
Literature
Psychometrics
Child Development
Therapeutic Human Experimentation
Work Performance
Population Characteristics","0.7199
1.0000
0.6759
0.5440
0.8372
0.6477
0.6264
0.7789
0.7675
0.7382
0.8854
0.5559
0.6917
0.7923
0.8088"
"Health technology assessment (HTA)
Evolution
Consumer
Honest broker
Engaged collaborator
Proactive role
Stakeholders
Evidence production
Clinical development program
A priori sense
Interaction
Adversarial","United States Office of Technology Assessment
Biological Evolution
Population
Lawyers
Delegation, Professional
Proadifen
Lawyers
Private Practice
Plant Development
Apexification
Interview
Aversive Therapy","0.6375
0.7072
0.9558
0.5762
0.6140
0.5796
0.6891
0.6685
0.8560
0.6087
0.6948
0.5823"
"Rhinoplasty
External approach
Technique
Advantages
Disadvantages
Case review
Procedure
Emotional factors
Radical grounds
Problems","Rhinoplasty
Ear, External
Genotyping Techniques
Achievement
Food Supply
Case Reports
Elective Surgical Procedures
Emotional Intelligence
Radar
Social Problems","1.0000
0.5853
0.7530
0.6863
0.5492
0.8905
0.7587
0.7603
0.5839
0.8402"
"Meta-analysis
Origins
Research Synthesis Methods
Gene Glass
Frank Schmidt
Robert Rosenthal
William Shadish
Development
Impact
Commentaries
Douglas Altman
Iain Chalmers
Harris Cooper
Kay Dickersin
Larry Hedges
David Hoaglin
Hannah Rothstein","Meta-Analysis
Indans
Research Design
Glass
Gerstmann-Straussler-Scheinker Disease
Health Resources
Shamanism
Plant Development
Health Impact Assessment
Comment
Douglas' Pouch
Indican
International Cooperation
Dennstaedtiaceae
Heredity
Rhode Island
Rorschach Test","0.9042
0.5841
0.7071
0.7502
0.5413
0.6487
0.5950
0.7800
0.6854
0.8339
0.6521
0.5697
0.5950
0.5519
0.5768
0.5767
0.5708"
"Customer-centric experience
Healthcare
Behavioral health
Affordable Care Act
Mainstream healthcare
Primary health providers
Integration
Expertise
Support
Individuals
Improvement
Service","Personal Construct Theory
Health Care Surveys
Behavior Control
Patient Protection and Affordable Care Act
Delivery of Health Care
Primary Health Care
Integrative Medicine
Professional Practice
Social Support
Individuality
Achievement
Bibliography","0.6052
0.7777
0.7921
0.7733
0.6875
0.7070
0.7075
0.7013
0.6769
0.7362
0.6457
0.6480"
